N\P,1,2,4,8,16,32
30000,6.26172,3.13477,1.56983,0.787325,0.397841,0.200422
60000,25.0372,12.5261,6.26595,3.13537,1.57126,0.787495
120000,100.154,50.0953,25.0559,12.5327,6.3147,3.14866
240000,400.69,200.443,100.248,50.1412,25.0937,12.5431
480000,1602.89,801.772,401.027,200.596,100.305,50.161
960000,6411.72,3207.26,1604.44,802.44,401.317,200.728
