N\P,1,2,4,8,16,32
1000,0.00638766,0.00352903,0.00375791,0.00294902,0.00191536,0.00203034
4000,0.0973914,0.0490811,0.0276424,0.0165312,0.0108571,0.00656944
16000,1.52007,0.773424,0.389776,0.196772,0.098321,0.0538052
64000,24.2676,12.2835,6.14432,3.10201,1.56192,0.773216
256000,385.501,194.702,97.4957,48.9237,24.4923,12.2929
1024000,6156.12,3125.12,1560.85,782.452,393.166,196.612
